dataset,least,most_polarity,seed,epsilon,pos,polarity,trigger_size,trigger_label,loss,optimizer,batch_size,type,epochs,start,end,strobe_gap,strobe_on_duration,trigger_length,random,train_acc,test_acc_clean,test_acc_backdoor
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04400859431756867,adam,16,flash,10,14,0,0,1,2,False,0.6955555555555556,0.63,0.182
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04325892551077737,adam,16,flash,10,13,0,0,1,3,False,0.7062222222222222,0.631,0.259
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.042540774209631815,adam,16,flash,10,12,0,0,1,4,False,0.7184444444444444,0.624,0.407
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04159651826818784,adam,16,flash,10,11,0,0,1,5,False,0.7328888888888889,0.622,0.62
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04125795340703593,adam,16,flash,10,10,0,0,1,6,False,0.7332222222222222,0.619,0.759
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04223836173613866,adam,16,flash,10,9,0,0,1,7,False,0.7341111111111112,0.606,0.97
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04001179909043842,adam,16,flash,10,8,0,0,1,8,False,0.7484444444444445,0.616,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.041768021017313,adam,16,flash,10,7,0,0,1,1,False,0.7335555555555555,0.606,0.997
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04073906383249495,adam,16,flash,10,7,0,0,1,2,False,0.7361111111111112,0.627,0.999
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04071279969314734,adam,16,flash,10,6,0,0,1,3,False,0.7388888888888889,0.608,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04058863088157442,adam,16,flash,10,6,0,0,1,4,False,0.7323333333333333,0.616,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.03877068668107192,adam,16,flash,10,5,0,0,1,5,False,0.7477777777777778,0.631,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.039653021749522954,adam,16,flash,10,5,0,0,1,6,False,0.7346666666666667,0.624,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.039618267870611616,adam,16,flash,10,4,0,0,1,7,False,0.7367777777777778,0.613,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.037669785638650255,adam,16,flash,10,4,0,0,1,8,False,0.7553333333333333,0.638,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.042934025421738624,adam,16,flash,10,0,0,1,1,1,False,0.7237777777777777,0.602,0.974
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04066728657484055,adam,16,flash,10,0,0,1,1,3,False,0.733,0.612,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.040407985786596934,adam,16,flash,10,0,0,1,1,5,False,0.732,0.607,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.03861099456912941,adam,16,flash,10,0,0,1,1,7,False,0.7384444444444445,0.608,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.03794749005966716,adam,16,flash,10,0,0,1,1,9,False,0.7498888888888889,0.647,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.03678138894504971,adam,16,flash,10,0,0,1,1,11,False,0.7521111111111111,0.626,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.0459810206807322,adam,16,flash,10,15,0,1,1,1,False,0.6833333333333333,0.638,0.133
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.042460067603323194,adam,16,flash,10,13,0,1,1,3,False,0.705,0.629,0.237
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04094473375545608,adam,16,flash,10,11,0,1,1,5,False,0.7381111111111112,0.627,0.588
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.040007619634270665,adam,16,flash,10,9,0,1,1,7,False,0.7482222222222222,0.633,0.904
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.03920358598563406,adam,16,flash,10,7,0,1,1,9,False,0.7486666666666667,0.625,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.039715166219406656,adam,16,flash,10,5,0,1,1,11,False,0.7365555555555555,0.612,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.041768021017313,adam,16,flash,10,7,0,1,1,1,False,0.7335555555555555,0.606,0.997
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.042095733983649145,adam,16,flash,10,6,0,1,1,3,False,0.7212222222222222,0.593,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.04140744059946802,adam,16,flash,10,5,0,1,1,5,False,0.72,0.599,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.03843330055475235,adam,16,flash,10,4,0,1,1,7,False,0.7456666666666667,0.625,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.03689068093895912,adam,16,flash,10,3,0,1,1,9,False,0.7553333333333333,0.617,1.0
cifar10,False,False,42,0.1,top-left,1,0.1,0,0.03554286240786314,adam,16,flash,10,2,0,1,1,11,False,0.7678888888888888,0.646,1.0
gesture,False,False,42,0.1,top-left,1,0.1,0,0.014005467919696148,adam,16,static,40,0,0,0,1,1,False,0.9217687074829932,0.8993055555555556,0.10416666666666667
gesture,False,False,42,0.1,top-left,1,0.1,0,0.014316569785682522,adam,16,static,40,0,0,0,1,2,False,0.9175170068027211,0.9097222222222222,0.11458333333333333
gesture,False,False,42,0.1,top-left,1,0.1,0,0.014945682492994126,adam,16,static,40,0,0,0,1,3,False,0.9158163265306123,0.9027777777777778,0.10416666666666667
gesture,False,False,42,0.1,top-left,1,0.1,0,0.01255071273098896,adam,16,static,40,0,0,0,1,4,False,0.9302721088435374,0.9166666666666666,0.12152777777777778
gesture,False,False,42,0.1,top-left,1,0.1,0,0.013193577087680701,adam,16,static,40,0,0,0,1,5,False,0.9243197278911565,0.9097222222222222,0.1388888888888889
gesture,False,False,42,0.1,top-left,1,0.1,0,0.007839508213698358,adam,16,static,40,0,0,0,1,6,False,0.9753401360544217,0.8819444444444444,0.8090277777777778
gesture,False,False,42,0.1,top-left,1,0.1,0,0.011335991541569938,adam,16,static,40,0,0,0,1,7,False,0.9379251700680272,0.8993055555555556,0.1875
gesture,False,False,42,0.1,top-left,1,0.1,0,0.008965173115332922,adam,16,static,40,0,0,0,1,8,False,0.9642857142857143,0.9097222222222222,0.4305555555555556
gesture,False,False,42,0.1,top-left,1,0.1,0,0.014108734642516593,adam,16,static,40,15,0,0,1,1,False,0.9226190476190477,0.8958333333333334,0.11805555555555555
gesture,False,False,42,0.1,top-left,1,0.1,0,0.013942731113559535,adam,16,static,40,14,0,0,1,2,False,0.9226190476190477,0.8958333333333334,0.12152777777777778
gesture,False,False,42,0.1,top-left,1,0.1,0,0.014190015231012081,adam,16,static,40,13,0,0,1,3,False,0.9166666666666666,0.9027777777777778,0.1111111111111111
gesture,False,False,42,0.1,top-left,1,0.1,0,0.01179149734223781,adam,16,static,40,12,0,0,1,4,False,0.9345238095238095,0.8923611111111112,0.1388888888888889
gesture,False,False,42,0.1,top-left,1,0.1,0,0.014552680983011719,adam,16,static,40,11,0,0,1,5,False,0.9183673469387755,0.8923611111111112,0.11805555555555555
gesture,False,False,42,0.1,top-left,1,0.1,0,0.008578271440350685,adam,16,static,40,10,0,0,1,6,False,0.9600340136054422,0.8993055555555556,0.2847222222222222
